Annual maxima of daily discharge,Annual maxima of daily precipitation,Annual maxima of daily precipitation and snowmelt,Annual maxima of daily snowmelt,Annual maxima of daily total runoff coefficient,Annual mean of daily discharge,Annual mean of daily near-surface air temperature,Annual mean of daily precipitation,Annual mean of daily total runoff coefficient,Area,Average elevation,Average water capacity,Build-up areas,Circularity,Clay,Confidence,Eolian deposits,Forests,Glaciers,Gravel,Irrigated agriculture,Lakes,Marshes,Peat,River network density,River slopeness,Sand,Silt,Slopeness (average),Soil sealing,Soil texture (dimensionless index from 1 to 13),Steepness (equation),Time of concentration,Total area,Unconsolidated deposits,U-matrix,X,Y,XY,Total events in node
227.149,49.366,55.458,28.626,0.688,29.456,278.082,3.582,0.534,1387.468,1288.665,62.347,0.546,0.377,18.974,99.718,0.172,49.143,0.055,13.079,0.042,0.218,0.086,0.000,0.715,144.018,43.004,38.053,39.546,0.296,3.713,81.076,175.625,1385.504,1.142,0.671,41,40,2441,20.000
168.130,50.323,55.621,26.513,0.662,19.913,278.546,3.430,0.509,980.119,1316.012,45.842,0.410,0.379,19.179,99.924,0.030,43.878,0.032,15.901,0.049,0.159,0.021,-0.000,0.717,144.282,43.429,37.422,39.484,0.185,3.470,92.352,146.703,979.352,0.184,0.461,42,40,2442,83.000
124.753,50.748,55.353,24.741,0.644,14.207,278.734,3.354,0.496,684.824,1327.493,37.891,0.440,0.379,19.380,99.963,0.040,44.132,0.014,17.234,0.053,0.149,0.008,0.000,0.717,134.096,43.516,37.130,38.350,0.164,3.525,100.656,160.244,684.590,0.051,0.361,43,40,2443,88.000
98.991,50.480,54.727,23.705,0.640,10.943,278.821,3.360,0.493,505.391,1308.850,38.029,0.541,0.377,19.535,99.951,0.311,45.727,0.005,17.408,0.053,0.140,0.033,0.000,0.718,123.582,43.340,37.144,36.994,0.237,3.689,107.518,177.114,505.267,0.100,0.591,44,40,2444,1.000
67.962,47.799,52.174,24.033,0.667,7.340,278.856,3.814,0.515,303.348,1144.341,75.377,1.252,0.362,19.356,99.729,1.471,52.972,0.001,15.489,0.028,0.135,0.240,0.006,0.717,100.723,42.624,38.039,33.635,0.963,4.262,120.965,234.080,302.731,0.970,0.968,45,40,2445,nan
42.526,46.135,50.908,25.907,0.695,4.292,278.769,4.422,0.545,176.068,974.541,127.192,2.181,0.340,18.633,99.252,1.441,60.788,0.000,15.081,0.009,0.230,0.508,0.025,0.697,75.868,42.797,38.609,29.490,1.987,4.683,123.811,321.482,176.044,2.130,0.648,46,40,2446,2.000
44.332,46.653,51.606,26.440,0.701,4.391,278.822,4.519,0.552,185.583,944.283,131.572,2.369,0.332,18.554,99.039,1.156,61.109,0.000,15.525,0.015,0.269,0.562,0.050,0.680,71.307,42.848,38.637,27.518,2.201,4.735,119.132,328.439,185.986,2.413,0.486,47,40,2447,43.000
63.449,47.502,53.170,26.948,0.735,6.841,279.064,4.541,0.566,227.587,946.180,111.134,2.381,0.328,19.277,99.130,1.246,62.030,0.000,14.900,0.028,0.195,0.456,0.101,0.649,76.646,41.460,39.289,25.992,1.981,5.004,110.135,261.502,225.621,2.593,0.657,48,40,2448,nan
91.311,49.982,56.712,27.885,0.776,10.063,279.375,4.563,0.585,271.947,972.260,81.067,2.145,0.326,20.451,99.528,1.150,65.614,0.000,14.043,0.034,0.093,0.251,0.121,0.610,87.435,39.297,40.269,25.189,1.449,5.460,98.053,164.157,268.045,2.258,0.687,49,40,2449,15.000
116.674,53.942,60.998,28.429,0.776,12.305,279.538,4.537,0.592,316.035,970.784,71.746,1.829,0.329,21.019,99.758,0.744,69.238,0.000,13.259,0.037,0.069,0.148,0.070,0.591,90.216,38.320,40.685,25.295,1.132,5.601,89.124,138.282,315.822,2.318,0.606,50,40,2450,nan
160.562,59.654,66.124,27.976,0.748,16.429,279.736,4.445,0.586,445.716,899.059,76.440,1.523,0.338,21.249,99.694,0.334,71.494,0.000,11.278,0.067,0.078,0.146,0.019,0.580,83.173,38.039,40.751,25.357,1.024,5.385,78.571,185.249,454.655,3.698,0.706,51,40,2451,9.000
214.289,66.900,72.187,26.966,0.704,22.865,279.961,4.424,0.575,698.826,797.452,88.162,1.533,0.347,21.117,99.175,0.202,69.396,0.001,8.966,0.124,0.121,0.310,0.002,0.570,71.421,38.404,40.527,25.017,1.165,5.001,70.455,286.272,711.717,5.562,0.708,52,40,2452,9.000
248.022,69.792,74.210,26.514,0.677,29.322,279.882,4.510,0.573,926.606,783.292,95.506,2.105,0.348,20.465,98.261,0.510,64.656,0.002,7.882,0.113,0.144,0.614,0.000,0.571,67.569,39.376,40.208,24.860,1.540,4.759,71.612,333.177,935.128,7.066,0.609,53,40,2453,20.000
281.748,67.758,71.539,26.267,0.665,36.473,279.519,4.666,0.583,1121.536,838.229,100.540,3.167,0.345,19.510,97.205,1.108,58.229,0.005,7.297,0.064,0.197,0.825,0.000,0.583,71.370,40.852,39.685,25.241,2.117,4.645,75.816,306.751,1121.514,8.295,0.572,54,40,2454,22.000
308.682,63.615,67.360,26.419,0.674,40.783,279.293,4.839,0.601,1243.967,903.804,106.418,4.450,0.337,18.988,96.103,1.722,49.300,0.016,7.028,0.043,0.410,0.619,0.001,0.594,81.153,42.057,38.994,25.939,2.692,4.711,77.026,234.671,1232.320,8.366,0.537,55,40,2455,25.000
313.614,61.006,65.589,27.445,0.698,46.126,279.312,4.936,0.613,1460.918,934.172,108.754,5.345,0.328,18.902,94.557,1.912,41.086,0.066,7.099,0.049,0.629,0.324,0.012,0.600,90.530,42.687,38.443,26.162,2.983,4.825,78.372,179.796,1443.494,8.869,0.467,56,40,2456,46.000
409.851,60.992,67.075,29.816,0.718,99.633,279.124,4.954,0.621,3380.898,962.648,106.745,5.741,0.320,18.628,93.094,1.602,34.895,0.394,7.933,0.105,1.115,0.193,0.106,0.593,97.340,43.317,38.084,25.859,2.968,4.711,73.727,162.759,3356.748,9.711,0.547,57,40,2457,53.000
688.706,61.837,69.218,32.782,0.725,245.761,278.344,4.932,0.636,8537.880,1035.516,102.928,5.976,0.314,17.999,93.211,1.365,31.299,1.231,9.840,0.268,2.528,0.214,0.356,0.565,102.397,43.946,38.080,25.565,2.833,4.191,51.656,173.815,8487.417,8.086,0.644,58,40,2458,2.000
840.709,61.779,69.611,34.101,0.726,327.199,277.874,4.925,0.644,11373.648,1077.833,101.494,6.101,0.312,17.689,93.699,1.401,30.491,1.686,10.838,0.363,3.380,0.256,0.492,0.549,104.186,44.147,38.186,25.512,2.797,3.891,38.347,182.488,11306.506,6.530,0.582,59,40,2459,83.000
197.154,37.967,79.836,73.765,0.983,37.784,269.199,3.680,0.857,1333.548,817.786,92.559,0.026,0.318,6.415,84.884,-0.000,19.406,1.420,4.774,0.000,8.326,2.716,0.007,0.373,38.620,63.516,30.133,16.562,0.015,2.655,43.228,459.929,1292.199,0.001,0.624,0,41,2460,116.000
197.212,37.531,80.810,74.824,0.984,36.414,269.272,3.658,0.856,1294.761,814.301,91.995,0.031,0.319,6.543,85.059,-0.000,19.704,1.298,4.751,0.000,7.960,2.955,0.007,0.370,37.809,63.223,30.300,16.314,0.015,2.641,43.709,430.897,1254.184,0.005,0.679,1,41,2461,11.000
169.280,36.656,83.735,77.442,0.986,28.252,269.864,3.623,0.844,1018.135,783.691,94.444,0.055,0.322,7.698,84.992,-0.000,21.217,0.761,4.931,0.000,6.836,4.280,0.007,0.348,34.270,60.188,32.148,16.036,0.018,2.341,51.167,323.238,985.380,0.051,0.884,2,41,2462,1.000
171.711,37.467,85.701,77.904,0.987,27.251,270.900,3.731,0.827,893.801,738.775,106.080,0.088,0.325,9.586,85.638,-0.000,24.795,0.167,6.743,0.000,5.991,6.159,0.007,0.322,31.779,55.061,35.317,16.502,0.031,1.695,60.527,213.605,861.978,0.111,0.999,3,41,2463,5.000
385.097,40.903,85.037,74.945,0.981,63.191,271.451,4.043,0.837,1874.702,738.221,121.962,0.111,0.323,9.944,91.021,-0.000,29.930,0.162,11.836,0.000,5.834,6.535,0.004,0.349,35.606,54.164,35.857,16.890,0.051,1.331,48.618,211.142,1804.613,0.073,0.864,4,41,2464,1.000
549.536,43.484,82.979,71.010,0.975,89.654,271.756,4.230,0.842,2559.448,735.958,133.244,0.115,0.321,10.010,95.636,-0.000,31.180,0.273,16.739,0.000,5.443,6.533,0.001,0.378,38.246,54.029,35.936,16.942,0.060,1.136,38.804,227.409,2472.912,0.051,0.625,5,41,2465,43.000
504.217,43.495,80.233,68.349,0.974,81.017,271.640,4.193,0.836,2277.520,753.719,137.194,0.089,0.320,10.162,96.880,-0.000,27.040,0.438,19.771,0.000,4.765,6.306,0.000,0.383,38.545,53.449,36.355,16.603,0.048,1.083,41.272,231.293,2219.449,0.068,0.666,6,41,2466,8.000
389.071,40.242,73.629,64.389,0.979,62.632,270.778,4.000,0.834,2119.293,909.183,139.121,0.093,0.314,10.573,97.561,-0.000,20.076,0.735,23.037,0.000,3.674,4.957,0.000,0.381,43.100,52.234,37.131,16.472,0.046,1.043,48.797,204.962,2084.035,0.058,0.782,7,41,2467,9.000
381.666,35.152,64.041,57.642,0.982,64.648,269.603,3.675,0.834,2779.480,1131.095,138.676,0.142,0.305,11.045,98.411,-0.000,15.525,1.096,25.081,0.000,2.616,3.139,-0.000,0.383,53.070,51.100,37.751,17.215,0.070,1.010,53.952,153.203,2734.068,0.017,0.609,8,41,2468,9.000
353.816,33.937,59.009,53.107,0.979,60.426,269.318,3.584,0.819,2670.597,1201.659,139.026,0.141,0.303,11.252,98.672,-0.000,13.821,1.259,25.674,0.000,2.345,2.634,-0.000,0.385,56.260,50.626,37.998,17.802,0.076,1.002,58.644,127.207,2626.321,0.004,0.420,9,41,2469,35.000
268.898,35.144,56.752,50.221,0.972,44.951,269.606,3.676,0.796,1957.123,1194.715,139.862,0.109,0.309,11.402,98.747,0.000,12.297,1.242,26.076,0.000,2.342,2.938,-0.000,0.386,55.107,50.271,38.188,18.285,0.068,1.001,67.718,113.753,1924.597,0.002,0.447,10,41,2470,42.000
159.933,40.250,59.469,49.591,0.958,25.573,270.760,4.102,0.776,1034.447,1091.636,139.789,0.064,0.322,11.664,98.979,0.001,10.946,0.890,26.140,0.000,2.490,4.029,-0.000,0.390,51.470,49.730,38.455,19.330,0.049,1.004,83.397,103.924,1016.467,0.042,0.668,11,41,2471,15.000
86.553,51.642,70.844,52.689,0.941,13.325,272.624,5.178,0.788,337.603,898.282,141.085,0.029,0.331,12.319,99.170,0.003,10.744,0.491,24.750,0.001,3.515,4.109,-0.000,0.399,49.895,48.307,39.234,22.151,0.035,1.014,92.871,102.303,329.319,0.591,0.841,12,41,2472,14.000
87.400,60.060,80.632,56.138,0.939,14.989,273.501,6.130,0.825,213.178,781.395,142.706,0.035,0.330,12.654,98.988,0.005,13.099,0.791,22.901,0.002,5.139,2.727,-0.000,0.403,56.311,47.148,40.084,25.718,0.040,1.018,90.427,127.046,207.851,2.270,0.714,13,41,2473,26.000
93.273,62.003,83.909,58.114,0.940,17.686,273.542,6.430,0.841,227.406,752.460,142.651,0.097,0.334,12.408,98.796,0.003,15.979,1.181,22.454,0.001,5.884,2.226,-0.000,0.406,63.212,46.910,40.580,27.657,0.043,1.011,96.866,209.032,225.306,3.720,0.757,14,41,2474,32.000
82.899,57.757,80.015,58.532,0.947,15.882,273.129,6.004,0.833,215.897,796.704,144.093,0.298,0.342,12.128,98.868,0.001,18.336,1.080,23.543,0.000,4.726,2.717,-0.000,0.415,64.856,46.710,41.069,27.087,0.055,1.003,115.550,465.418,216.938,2.941,1.138,15,41,2475,12.000
94.295,53.774,73.871,56.126,0.942,17.214,272.951,5.601,0.826,267.144,808.786,145.048,0.452,0.345,12.054,99.392,0.000,23.166,0.885,24.162,0.000,2.976,2.909,-0.000,0.430,73.992,46.513,41.427,29.123,0.099,1.001,130.626,800.577,270.159,1.414,1.035,16,41,2476,20.000
116.560,54.348,72.902,54.017,0.930,21.281,273.165,5.721,0.829,335.247,762.209,144.070,0.431,0.345,12.087,99.641,-0.000,27.227,0.933,23.570,0.000,2.712,2.466,-0.000,0.438,84.828,46.485,41.508,32.753,0.129,1.004,135.524,897.084,338.721,1.377,0.762,17,41,2477,5.000
119.808,56.252,74.550,53.374,0.921,21.710,273.376,5.884,0.828,340.231,762.730,142.366,0.427,0.346,12.201,99.702,0.000,28.763,0.901,22.403,0.000,2.673,2.174,-0.000,0.440,88.146,46.591,41.316,34.289,0.140,1.040,141.986,864.298,344.075,1.469,1.232,18,41,2478,nan
82.066,58.976,78.049,54.334,0.904,12.927,273.440,5.940,0.810,199.403,1109.863,130.534,0.590,0.360,13.170,99.759,0.001,25.063,0.549,16.792,0.000,1.763,1.905,-0.000,0.458,88.221,46.536,40.342,36.399,0.199,1.441,172.464,511.908,203.397,1.653,1.861,19,41,2479,nan
45.828,57.169,76.437,55.517,0.898,5.427,273.525,5.707,0.779,91.562,1524.409,119.408,0.929,0.375,14.326,99.736,0.008,21.987,0.371,11.831,0.003,0.645,1.253,0.000,0.503,95.564,46.215,39.458,39.086,0.364,2.077,191.360,208.645,95.560,2.634,1.484,20,41,2480,nan
41.491,56.158,77.144,58.178,0.910,5.722,274.091,5.609,0.759,127.675,1606.850,117.634,1.181,0.372,15.182,99.665,0.041,23.979,0.578,10.877,0.010,0.313,0.621,0.000,0.549,104.671,45.665,39.153,39.011,0.514,2.490,176.790,191.396,132.361,3.366,1.112,21,41,2481,6.000
80.303,56.031,78.574,60.194,0.915,18.681,274.835,5.635,0.742,482.509,1598.801,114.976,1.511,0.354,16.624,99.301,0.150,26.409,1.509,10.705,0.029,0.415,0.220,0.010,0.603,122.981,43.996,39.373,38.877,0.720,2.807,144.115,208.024,486.822,3.734,1.084,22,41,2482,9.000
227.487,57.627,77.296,56.787,0.889,76.238,275.211,5.767,0.736,2064.375,1542.668,109.701,2.639,0.330,17.137,97.714,0.453,27.657,3.520,11.256,0.149,1.603,0.088,0.099,0.629,144.061,43.379,39.475,38.721,1.214,2.939,101.508,210.967,2069.728,4.192,0.964,23,41,2483,nan
444.648,61.300,77.242,52.486,0.847,166.820,275.372,5.855,0.733,4667.470,1479.274,101.962,4.386,0.317,16.732,95.322,0.956,27.692,5.054,11.506,0.415,3.514,0.091,0.299,0.627,154.718,44.131,39.141,37.920,1.932,3.192,67.932,188.811,4673.100,4.834,0.668,24,41,2484,2.000
563.491,62.773,76.610,49.524,0.820,211.677,275.551,5.849,0.727,6012.539,1434.133,99.823,5.179,0.314,16.600,94.107,1.226,28.130,4.988,11.253,0.539,4.290,0.128,0.447,0.628,157.203,44.496,38.915,36.966,2.319,3.445,54.741,176.802,6017.210,5.373,0.443,25,41,2485,77.000
631.406,61.461,74.353,47.779,0.812,210.684,275.606,5.796,0.719,6008.099,1411.280,103.040,4.843,0.318,16.688,94.331,1.280,30.562,3.781,10.492,0.406,3.516,0.197,0.579,0.647,159.518,44.464,38.860,36.885,2.338,3.720,53.073,196.141,6015.680,6.087,0.550,26,41,2486,18.000
746.650,58.499,71.437,47.379,0.817,197.380,275.382,5.672,0.713,5678.594,1432.247,106.277,3.624,0.329,16.835,95.796,1.460,35.519,2.291,9.381,0.159,1.774,0.282,0.584,0.680,167.700,44.236,38.941,38.489,1.989,4.014,52.691,242.944,5690.101,7.362,0.592,27,41,2487,19.000
795.357,56.332,69.574,47.731,0.826,187.712,275.322,5.503,0.707,5495.717,1448.116,105.327,2.656,0.338,17.028,96.813,1.575,39.071,1.451,8.799,0.078,0.973,0.316,0.307,0.695,171.169,44.009,38.978,39.805,1.570,4.049,51.363,264.361,5505.785,8.272,0.512,28,41,2488,53.000
659.432,54.717,69.505,49.683,0.849,150.377,275.631,5.289,0.696,4466.152,1450.329,101.511,2.036,0.345,17.275,97.609,1.444,41.020,0.893,8.054,0.126,0.736,0.280,0.087,0.702,166.863,43.931,38.814,40.322,1.202,3.977,60.565,238.678,4472.948,8.119,0.635,29,41,2489,15.000
358.766,52.669,70.127,52.821,0.883,77.947,275.910,5.065,0.679,2364.020,1479.051,97.235,1.452,0.353,17.201,98.731,1.302,42.092,0.385,6.506,0.230,0.448,0.221,0.011,0.708,160.237,44.448,38.370,40.620,0.796,3.913,85.312,179.284,2368.899,7.945,0.724,30,41,2490,3.000
150.372,49.969,67.086,52.282,0.897,28.823,275.629,4.886,0.664,973.277,1502.989,99.286,1.201,0.357,16.490,99.474,1.455,42.818,0.125,5.245,0.232,0.208,0.205,0.001,0.708,157.644,45.411,38.106,40.611,0.568,3.927,103.639,157.721,979.217,9.668,0.731,31,41,2491,1.000
87.467,48.789,63.977,50.036,0.884,16.032,275.479,4.816,0.656,677.122,1435.367,104.274,1.497,0.360,15.606,99.705,1.440,46.128,0.063,4.869,0.134,0.090,0.177,0.001,0.704,149.850,46.192,38.203,39.645,0.648,4.067,107.278,218.168,684.815,13.863,0.807,32,41,2492,1.000
65.137,50.694,64.603,49.195,0.861,13.260,275.789,5.036,0.661,601.089,1334.436,107.525,2.021,0.362,14.918,99.645,1.051,49.966,0.024,4.801,0.039,0.048,0.150,0.000,0.706,138.210,46.992,38.104,38.289,0.884,4.280,105.685,314.187,606.985,19.956,0.700,33,41,2493,5.000
71.181,51.947,63.309,45.154,0.816,15.314,275.915,5.189,0.666,719.397,1304.813,108.559,2.274,0.361,14.622,99.558,0.903,50.954,0.005,4.787,0.006,0.042,0.149,0.000,0.707,134.968,47.469,37.934,37.673,1.012,4.379,102.712,357.532,723.639,23.149,0.431,34,41,2494,37.000
94.415,52.134,60.982,39.853,0.763,20.595,275.987,5.172,0.662,1008.393,1291.129,107.976,2.412,0.361,14.714,99.510,0.974,51.832,0.003,4.842,0.001,0.051,0.156,0.000,0.707,133.386,47.342,37.975,37.105,1.058,4.423,99.084,365.460,1012.058,23.711,0.357,35,41,2495,83.000
135.465,51.743,58.932,35.725,0.726,29.039,276.175,5.016,0.648,1433.233,1260.154,106.536,2.464,0.361,15.248,99.427,1.181,54.009,0.011,5.103,0.003,0.080,0.169,0.000,0.708,130.724,46.452,38.332,36.394,1.049,4.452,94.172,355.515,1437.196,22.497,0.439,36,41,2496,45.000
215.864,51.073,57.591,33.236,0.715,43.667,276.522,4.813,0.632,1984.265,1208.597,105.500,2.313,0.362,16.265,99.224,1.469,57.350,0.036,5.836,0.008,0.162,0.196,0.001,0.709,127.373,44.795,38.970,36.012,0.981,4.469,86.064,332.698,1989.964,19.163,0.558,37,41,2497,8.000
295.298,50.594,56.846,31.959,0.718,56.874,276.869,4.670,0.621,2282.459,1183.952,105.922,2.003,0.362,17.380,98.938,1.592,59.936,0.057,6.801,0.010,0.324,0.272,0.000,0.710,124.924,43.336,39.316,36.760,0.904,4.535,76.559,319.110,2289.720,13.598,0.584,38,41,2498,36.000
278.147,50.325,56.175,31.120,0.719,51.310,277.035,4.531,0.613,1891.920,1214.941,105.358,1.642,0.363,18.099,98.746,1.331,61.225,0.049,7.547,0.008,0.513,0.400,0.000,0.711,125.105,42.834,39.110,38.302,0.826,4.619,73.745,315.205,1898.144,7.968,0.540,39,41,2499,23.000
236.021,50.045,55.755,30.538,0.711,38.011,277.184,4.310,0.597,1448.548,1260.450,97.096,1.287,0.367,18.503,98.820,0.850,59.339,0.046,8.828,0.015,0.595,0.434,0.000,0.718,130.032,42.713,38.828,39.478,0.711,4.453,75.684,266.343,1451.412,4.004,0.593,40,41,2500,22.000
222.411,50.366,56.556,30.385,0.702,28.681,277.714,3.911,0.561,1295.441,1298.511,72.506,0.731,0.374,18.973,99.424,0.314,51.089,0.054,11.714,0.036,0.379,0.216,0.000,0.724,145.368,42.741,38.323,40.512,0.424,3.916,82.913,177.085,1295.078,1.389,0.678,41,41,2501,14.000
181.226,51.408,57.350,29.172,0.684,20.798,278.211,3.652,0.528,1012.471,1329.698,51.109,0.384,0.378,19.381,99.856,0.070,45.409,0.038,14.339,0.039,0.201,0.051,-0.000,0.725,152.687,42.885,37.768,40.865,0.213,3.602,95.065,150.525,1011.338,0.332,0.518,42,41,2502,36.000
128.538,51.936,57.141,27.432,0.665,14.225,278.351,3.569,0.512,684.734,1353.839,41.578,0.360,0.378,19.652,99.947,0.082,45.918,0.019,15.681,0.030,0.166,0.027,-0.000,0.725,145.230,42.858,37.519,39.986,0.172,3.638,106.547,174.892,683.915,0.119,0.495,43,41,2503,16.000
83.224,50.972,55.671,26.317,0.661,9.440,278.308,3.684,0.514,413.047,1312.813,51.714,0.672,0.375,19.682,99.870,0.604,50.782,0.007,15.343,0.019,0.147,0.138,0.000,0.726,129.601,42.520,37.821,38.475,0.375,3.882,119.396,215.591,412.681,0.331,0.928,44,41,2504,nan
44.708,47.301,52.066,26.930,0.693,5.842,278.184,4.297,0.548,184.088,1111.548,108.471,1.829,0.361,19.018,99.393,1.737,62.493,0.001,13.266,0.004,0.134,0.377,0.000,0.724,98.784,42.150,38.867,35.657,1.274,4.490,135.400,280.583,183.467,1.572,0.927,45,41,2505,3.000
31.800,46.878,51.628,27.446,0.708,3.878,278.324,4.613,0.564,123.416,1013.021,135.281,2.435,0.344,18.558,98.738,1.724,65.802,0.000,14.058,0.000,0.238,0.360,0.001,0.717,81.850,42.715,38.761,32.510,1.884,4.756,141.899,319.995,123.588,2.206,0.524,46,41,2506,16.000
29.334,47.810,52.530,27.383,0.711,3.079,278.553,4.679,0.569,113.538,976.362,135.491,2.545,0.330,18.575,98.347,1.746,65.008,0.000,15.067,0.001,0.319,0.334,0.005,0.710,76.769,42.843,38.602,29.778,2.097,4.848,146.060,328.712,115.445,2.126,0.533,47,41,2507,40.000
44.233,49.565,55.134,27.715,0.745,4.593,278.998,4.689,0.582,132.750,973.773,109.452,2.240,0.323,19.488,98.827,1.767,65.092,0.000,15.213,0.002,0.242,0.255,0.014,0.678,82.773,41.225,39.296,27.532,1.781,5.151,135.489,259.562,133.260,1.540,0.711,48,41,2508,2.000
74.106,52.738,59.792,28.728,0.789,7.761,279.447,4.662,0.599,180.191,1003.456,73.935,1.758,0.323,20.837,99.725,1.402,67.530,0.000,14.773,0.004,0.096,0.135,0.018,0.624,94.606,38.719,40.459,26.376,1.150,5.596,110.599,144.845,177.034,0.862,0.583,49,41,2509,43.000
93.022,56.212,63.484,28.697,0.780,9.425,279.585,4.583,0.599,218.298,1006.629,66.492,1.598,0.327,21.251,99.941,0.973,69.441,0.000,14.320,0.008,0.066,0.093,0.010,0.604,96.863,38.029,40.743,26.252,0.937,5.719,97.999,105.859,215.364,0.943,0.389,50,41,2510,58.000
113.438,60.698,66.859,26.764,0.740,11.065,279.861,4.364,0.578,288.531,955.776,69.099,1.419,0.336,21.318,99.891,0.632,69.907,0.000,13.053,0.027,0.058,0.076,0.003,0.605,92.584,38.325,40.389,26.501,0.853,5.564,91.045,113.043,290.404,1.756,0.565,51,41,2511,8.000
150.552,66.998,71.097,23.666,0.683,14.679,280.456,4.076,0.544,469.505,836.858,78.242,1.191,0.352,21.120,99.606,0.345,67.830,0.000,10.574,0.073,0.050,0.086,0.000,0.608,82.190,39.473,39.451,27.028,0.822,5.026,83.675,175.835,478.364,3.293,0.713,52,41,2512,4.000
189.594,70.180,73.580,23.292,0.658,19.948,280.568,4.142,0.539,662.350,788.533,89.562,1.413,0.358,20.601,99.173,0.354,63.793,0.001,8.760,0.079,0.059,0.198,0.000,0.599,76.147,40.418,39.028,27.160,1.039,4.578,80.026,237.778,671.138,4.813,0.644,53,41,2513,18.000
215.762,69.710,72.900,24.360,0.648,24.733,280.056,4.462,0.560,788.044,839.585,99.172,2.208,0.354,19.740,98.577,0.653,57.524,0.003,7.644,0.051,0.109,0.369,0.000,0.593,75.667,41.359,38.941,26.950,1.516,4.407,81.094,244.313,790.267,6.267,0.591,54,41,2514,10.000
224.494,67.515,70.422,25.407,0.650,26.926,279.502,4.800,0.588,854.742,911.531,106.189,3.355,0.346,18.907,97.515,1.054,49.399,0.008,7.093,0.044,0.238,0.406,0.000,0.587,77.147,42.505,38.618,26.438,2.055,4.422,82.953,202.305,849.381,7.289,0.579,55,41,2515,18.000
227.959,66.164,69.436,26.499,0.669,30.107,279.333,4.974,0.606,984.378,940.716,108.239,4.341,0.337,18.540,95.863,1.222,42.111,0.033,7.135,0.063,0.358,0.322,0.005,0.585,80.710,43.254,38.231,25.734,2.410,4.534,85.446,162.696,976.517,8.538,0.540,56,41,2516,31.000
281.730,67.464,71.742,27.940,0.690,52.480,279.367,4.957,0.611,1820.691,941.860,106.286,4.959,0.327,18.393,94.326,1.069,36.331,0.171,7.639,0.143,0.565,0.235,0.050,0.577,83.987,43.696,37.938,24.723,2.555,4.557,82.930,150.778,1812.396,9.565,0.577,57,41,2517,23.000
433.618,70.743,76.049,29.389,0.702,119.904,279.253,4.828,0.612,4329.991,946.422,101.574,5.297,0.319,18.224,94.238,0.872,32.484,0.586,8.763,0.345,1.303,0.206,0.200,0.547,82.349,43.929,37.875,23.096,2.576,4.316,65.808,163.032,4310.586,8.212,0.711,58,41,2518,21.000
545.366,72.264,78.075,30.159,0.706,174.805,279.065,4.742,0.613,6357.721,954.868,98.424,5.444,0.315,18.099,94.724,0.829,31.116,0.927,9.619,0.489,1.987,0.227,0.329,0.523,79.041,43.988,37.941,21.950,2.575,4.082,51.093,174.352,6325.828,6.330,0.839,59,41,2519,14.000
166.764,38.799,83.256,76.899,0.984,31.490,269.426,3.825,0.863,1020.854,806.934,95.119,0.032,0.321,6.646,84.894,-0.000,18.192,1.251,5.282,0.000,9.061,3.217,0.001,0.371,36.347,62.940,30.480,16.186,0.021,2.564,44.555,654.371,959.557,0.001,0.478,0,42,2520,222.000
167.492,38.336,84.470,78.269,0.985,30.597,269.454,3.798,0.862,1006.535,807.740,94.970,0.036,0.321,6.786,85.443,-0.000,18.321,1.158,5.273,0.000,8.582,3.156,0.001,0.370,36.794,62.528,30.750,16.230,0.021,2.526,45.550,615.499,946.825,0.020,0.656,1,42,2521,nan
154.641,36.543,89.996,84.430,0.989,24.705,269.679,3.717,0.862,853.881,802.181,99.170,0.041,0.324,7.796,88.481,-0.000,18.191,0.658,5.733,0.000,6.399,2.655,0.001,0.363,42.730,59.232,32.991,17.609,0.022,2.112,56.562,415.777,802.863,0.194,0.914,2,42,2522,3.000
162.259,36.079,93.248,87.648,0.993,24.286,270.062,3.754,0.864,831.951,786.533,108.554,0.046,0.325,8.841,91.622,-0.000,18.860,0.253,7.307,0.000,4.893,2.388,0.000,0.362,49.832,55.773,35.351,19.432,0.031,1.588,67.058,238.917,780.774,0.358,0.826,3,42,2523,11.000
271.841,39.272,90.926,82.856,0.987,44.215,270.817,4.023,0.859,1413.115,777.295,120.963,0.084,0.323,9.424,94.013,-0.000,23.994,0.245,11.476,0.000,5.034,3.493,0.000,0.373,47.127,54.746,35.790,19.021,0.049,1.333,57.831,214.098,1338.987,0.249,0.838,4,42,2524,4.000
369.921,43.073,86.511,75.450,0.980,61.182,271.575,4.296,0.846,1897.403,804.648,135.127,0.117,0.321,10.158,96.516,-0.000,26.726,0.352,18.096,0.000,5.089,4.817,0.000,0.383,40.724,53.632,36.173,17.607,0.059,1.118,47.120,215.567,1814.961,0.084,0.819,5,42,2525,10.000
302.560,42.594,82.818,72.492,0.981,47.855,271.313,4.267,0.842,1507.136,896.646,140.139,0.093,0.320,10.605,97.066,-0.000,21.065,0.487,22.390,0.000,4.642,4.637,0.000,0.382,39.048,52.485,36.866,16.866,0.047,1.047,51.874,209.529,1455.326,0.043,0.763,6,42,2526,16.000
220.955,39.081,76.293,68.496,0.986,32.339,270.392,4.088,0.851,1171.288,1064.793,142.341,0.080,0.314,11.078,97.384,-0.000,13.978,0.652,25.112,0.000,3.849,3.467,-0.000,0.379,42.563,51.127,37.718,16.643,0.046,1.019,60.818,173.501,1143.693,0.022,0.687,7,42,2527,13.000
